c file generated by rmnkGenerator.R with seed  0 the 01/16/2024 20:06:42 
c version 1.1
c the links are random and identical for every objective functions
p rMNK 0.99 10 100 5 
p links
0  0  0  0  0  0  0  0  0  0  
14  14  14  14  14  14  14  14  14  14  
68  68  68  68  68  68  68  68  68  68  
39  39  39  39  39  39  39  39  39  39  
1  1  1  1  1  1  1  1  1  1  
34  34  34  34  34  34  34  34  34  34  
1  1  1  1  1  1  1  1  1  1  
87  87  87  87  87  87  87  87  87  87  
43  43  43  43  43  43  43  43  43  43  
14  14  14  14  14  14  14  14  14  14  
82  82  82  82  82  82  82  82  82  82  
59  59  59  59  59  59  59  59  59  59  
2  2  2  2  2  2  2  2  2  2  
51  51  51  51  51  51  51  51  51  51  
97  97  97  97  97  97  97  97  97  97  
85  85  85  85  85  85  85  85  85  85  
21  21  21  21  21  21  21  21  21  21  
54  54  54  54  54  54  54  54  54  54  
3  3  3  3  3  3  3  3  3  3  
74  74  74  74  74  74  74  74  74  74  
7  7  7  7  7  7  7  7  7  7  
73  73  73  73  73  73  73  73  73  73  
79  79  79  79  79  79  79  79  79  79  
85  85  85  85  85  85  85  85  85  85  
4  4  4  4  4  4  4  4  4  4  
37  37  37  37  37  37  37  37  37  37  
89  89  89  89  89  89  89  89  89  89  
99  99  99  99  99  99  99  99  99  99  
34  34  34  34  34  34  34  34  34  34  
98  98  98  98  98  98  98  98  98  98  
5  5  5  5  5  5  5  5  5  5  
44  44  44  44  44  44  44  44  44  44  
79  79  79  79  79  79  79  79  79  79  
33  33  33  33  33  33  33  33  33  33  
84  84  84  84  84  84  84  84  84  84  
35  35  35  35  35  35  35  35  35  35  
6  6  6  6  6  6  6  6  6  6  
70  70  70  70  70  70  70  70  70  70  
74  74  74  74  74  74  74  74  74  74  
42  42  42  42  42  42  42  42  42  42  
38  38  38  38  38  38  38  38  38  38  
20  20  20  20  20  20  20  20  20  20  
7  7  7  7  7  7  7  7  7  7  
28  28  28  28  28  28  28  28  28  28  
20  20  20  20  20  20  20  20  20  20  
44  44  44  44  44  44  44  44  44  44  
87  87  87  87  87  87  87  87  87  87  
70  70  70  70  70  70  70  70  70  70  
8  8  8  8  8  8  8  8  8  8  
40  40  40  40  40  40  40  40  40  40  
44  44  44  44  44  44  44  44  44  44  
25  25  25  25  25  25  25  25  25  25  
70  70  70  70  70  70  70  70  70  70  
39  39  39  39  39  39  39  39  39  39  
9  9  9  9  9  9  9  9  9  9  
51  51  51  51  51  51  51  51  51  51  
42  42  42  42  42  42  42  42  42  42  
5  5  5  5  5  5  5  5  5  5  
24  24  24  24  24  24  24  24  24  24  
32  32  32  32  32  32  32  32  32  32  
10  10  10  10  10  10  10  10  10  10  
14  14  14  14  14  14  14  14  14  14  
1  1  1  1  1  1  1  1  1  1  
45  45  45  45  45  45  45  45  45  45  
18  18  18  18  18  18  18  18  18  18  
22  22  22  22  22  22  22  22  22  22  
11  11  11  11  11  11  11  11  11  11  
78  78  78  78  78  78  78  78  78  78  
65  65  65  65  65  65  65  65  65  65  
70  70  70  70  70  70  70  70  70  70  
87  87  87  87  87  87  87  87  87  87  
97  97  97  97  97  97  97  97  97  97  
12  12  12  12  12  12  12  12  12  12  
75  75  75  75  75  75  75  75  75  75  
81  81  81  81  81  81  81  81  81  81  
13  13  13  13  13  13  13  13  13  13  
40  40  40  40  40  40  40  40  40  40  
89  89  89  89  89  89  89  89  89  89  
13  13  13  13  13  13  13  13  13  13  
48  48  48  48  48  48  48  48  48  48  
89  89  89  89  89  89  89  89  89  89  
23  23  23  23  23  23  23  23  23  23  
84  84  84  84  84  84  84  84  84  84  
29  29  29  29  29  29  29  29  29  29  
14  14  14  14  14  14  14  14  14  14  
12  12  12  12  12  12  12  12  12  12  
22  22  22  22  22  22  22  22  22  22  
93  93  93  93  93  93  93  93  93  93  
28  28  28  28  28  28  28  28  28  28  
48  48  48  48  48  48  48  48  48  48  
15  15  15  15  15  15  15  15  15  15  
33  33  33  33  33  33  33  33  33  33  
45  45  45  45  45  45  45  45  45  45  
21  21  21  21  21  21  21  21  21  21  
31  31  31  31  31  31  31  31  31  31  
17  17  17  17  17  17  17  17  17  17  
16  16  16  16  16  16  16  16  16  16  
73  73  73  73  73  73  73  73  73  73  
87  87  87  87  87  87  87  87  87  87  
83  83  83  83  83  83  83  83  83  83  
90  90  90  90  90  90  90  90  90  90  
48  48  48  48  48  48  48  48  48  48  
17  17  17  17  17  17  17  17  17  17  
64  64  64  64  64  64  64  64  64  64  
94  94  94  94  94  94  94  94  94  94  
96  96  96  96  96  96  96  96  96  96  
60  60  60  60  60  60  60  60  60  60  
51  51  51  51  51  51  51  51  51  51  
18  18  18  18  18  18  18  18  18  18  
93  93  93  93  93  93  93  93  93  93  
34  34  34  34  34  34  34  34  34  34  
9  9  9  9  9  9  9  9  9  9  
0  0  0  0  0  0  0  0  0  0  
43  43  43  43  43  43  43  43  43  43  
19  19  19  19  19  19  19  19  19  19  
59  59  59  59  59  59  59  59  59  59  
26  26  26  26  26  26  26  26  26  26  
14  14  14  14  14  14  14  14  14  14  
58  58  58  58  58  58  58  58  58  58  
29  29  29  29  29  29  29  29  29  29  
20  20  20  20  20  20  20  20  20  20  
24  24  24  24  24  24  24  24  24  24  
42  42  42  42  42  42  42  42  42  42  
48  48  48  48  48  48  48  48  48  48  
76  76  76  76  76  76  76  76  76  76  
39  39  39  39  39  39  39  39  39  39  
21  21  21  21  21  21  21  21  21  21  
24  24  24  24  24  24  24  24  24  24  
53  53  53  53  53  53  53  53  53  53  
92  92  92  92  92  92  92  92  92  92  
86  86  86  86  86  86  86  86  86  86  
40  40  40  40  40  40  40  40  40  40  
22  22  22  22  22  22  22  22  22  22  
97  97  97  97  97  97  97  97  97  97  
83  83  83  83  83  83  83  83  83  83  
90  90  90  90  90  90  90  90  90  90  
35  35  35  35  35  35  35  35  35  35  
43  43  43  43  43  43  43  43  43  43  
23  23  23  23  23  23  23  23  23  23  
0  0  0  0  0  0  0  0  0  0  
29  29  29  29  29  29  29  29  29  29  
78  78  78  78  78  78  78  78  78  78  
21  21  21  21  21  21  21  21  21  21  
70  70  70  70  70  70  70  70  70  70  
24  24  24  24  24  24  24  24  24  24  
28  28  28  28  28  28  28  28  28  28  
37  37  37  37  37  37  37  37  37  37  
61  61  61  61  61  61  61  61  61  61  
46  46  46  46  46  46  46  46  46  46  
67  67  67  67  67  67  67  67  67  67  
25  25  25  25  25  25  25  25  25  25  
86  86  86  86  86  86  86  86  86  86  
71  71  71  71  71  71  71  71  71  71  
51  51  51  51  51  51  51  51  51  51  
44  44  44  44  44  44  44  44  44  44  
49  49  49  49  49  49  49  49  49  49  
26  26  26  26  26  26  26  26  26  26  
60  60  60  60  60  60  60  60  60  60  
56  56  56  56  56  56  56  56  56  56  
49  49  49  49  49  49  49  49  49  49  
50  50  50  50  50  50  50  50  50  50  
91  91  91  91  91  91  91  91  91  91  
27  27  27  27  27  27  27  27  27  27  
6  6  6  6  6  6  6  6  6  6  
19  19  19  19  19  19  19  19  19  19  
23  23  23  23  23  23  23  23  23  23  
51  51  51  51  51  51  51  51  51  51  
53  53  53  53  53  53  53  53  53  53  
28  28  28  28  28  28  28  28  28  28  
15  15  15  15  15  15  15  15  15  15  
83  83  83  83  83  83  83  83  83  83  
1  1  1  1  1  1  1  1  1  1  
48  48  48  48  48  48  48  48  48  48  
65  65  65  65  65  65  65  65  65  65  
29  29  29  29  29  29  29  29  29  29  
44  44  44  44  44  44  44  44  44  44  
77  77  77  77  77  77  77  77  77  77  
90  90  90  90  90  90  90  90  90  90  
66  66  66  66  66  66  66  66  66  66  
18  18  18  18  18  18  18  18  18  18  
30  30  30  30  30  30  30  30  30  30  
16  16  16  16  16  16  16  16  16  16  
34  34  34  34  34  34  34  34  34  34  
75  75  75  75  75  75  75  75  75  75  
31  31  31  31  31  31  31  31  31  31  
35  35  35  35  35  35  35  35  35  35  
31  31  31  31  31  31  31  31  31  31  
99  99  99  99  99  99  99  99  99  99  
46  46  46  46  46  46  46  46  46  46  
18  18  18  18  18  18  18  18  18  18  
75  75  75  75  75  75  75  75  75  75  
15  15  15  15  15  15  15  15  15  15  
32  32  32  32  32  32  32  32  32  32  
40  40  40  40  40  40  40  40  40  40  
8  8  8  8  8  8  8  8  8  8  
50  50  50  50  50  50  50  50  50  50  
92  92  92  92  92  92  92  92  92  92  
23  23  23  23  23  23  23  23  23  23  
33  33  33  33  33  33  33  33  33  33  
9  9  9  9  9  9  9  9  9  9  
79  79  79  79  79  79  79  79  79  79  
67  67  67  67  67  67  67  67  67  67  
31  31  31  31  31  31  31  31  31  31  
39  39  39  39  39  39  39  39  39  39  
34  34  34  34  34  34  34  34  34  34  
95  95  95  95  95  95  95  95  95  95  
37  37  37  37  37  37  37  37  37  37  
93  93  93  93  93  93  93  93  93  93  
11  11  11  11  11  11  11  11  11  11  
13  13  13  13  13  13  13  13  13  13  
35  35  35  35  35  35  35  35  35  35  
15  15  15  15  15  15  15  15  15  15  
14  14  14  14  14  14  14  14  14  14  
1  1  1  1  1  1  1  1  1  1  
65  65  65  65  65  65  65  65  65  65  
67  67  67  67  67  67  67  67  67  67  
36  36  36  36  36  36  36  36  36  36  
73  73  73  73  73  73  73  73  73  73  
16  16  16  16  16  16  16  16  16  16  
84  84  84  84  84  84  84  84  84  84  
4  4  4  4  4  4  4  4  4  4  
41  41  41  41  41  41  41  41  41  41  
37  37  37  37  37  37  37  37  37  37  
91  91  91  91  91  91  91  91  91  91  
30  30  30  30  30  30  30  30  30  30  
72  72  72  72  72  72  72  72  72  72  
35  35  35  35  35  35  35  35  35  35  
49  49  49  49  49  49  49  49  49  49  
38  38  38  38  38  38  38  38  38  38  
41  41  41  41  41  41  41  41  41  41  
28  28  28  28  28  28  28  28  28  28  
85  85  85  85  85  85  85  85  85  85  
64  64  64  64  64  64  64  64  64  64  
0  0  0  0  0  0  0  0  0  0  
39  39  39  39  39  39  39  39  39  39  
53  53  53  53  53  53  53  53  53  53  
84  84  84  84  84  84  84  84  84  84  
57  57  57  57  57  57  57  57  57  57  
88  88  88  88  88  88  88  88  88  88  
99  99  99  99  99  99  99  99  99  99  
40  40  40  40  40  40  40  40  40  40  
86  86  86  86  86  86  86  86  86  86  
50  50  50  50  50  50  50  50  50  50  
80  80  80  80  80  80  80  80  80  80  
29  29  29  29  29  29  29  29  29  29  
93  93  93  93  93  93  93  93  93  93  
41  41  41  41  41  41  41  41  41  41  
1  1  1  1  1  1  1  1  1  1  
72  72  72  72  72  72  72  72  72  72  
78  78  78  78  78  78  78  78  78  78  
35  35  35  35  35  35  35  35  35  35  
90  90  90  90  90  90  90  90  90  90  
42  42  42  42  42  42  42  42  42  42  
39  39  39  39  39  39  39  39  39  39  
36  36  36  36  36  36  36  36  36  36  
